pane,fragment,Rep,mfr,element,ppm
AAB,20,1,A,Hf,0.732
AAB,20,1,A,K,1188.2
AAB,20,1,A,La,4.56
AAB,20,1,A,Li,1.46
AAB,20,1,A,Mg,23260
AAB,20,1,A,Mn,17.87
AAB,20,1,A,Na,102820
AAB,20,1,A,Nd,3.86
AAB,20,1,A,Pb,1.113
AAB,20,1,A,Rb,2.199
AAB,20,1,A,Sr,31.05
AAB,20,1,A,Ti,167.7
AAB,20,1,A,Zr,26.48
AAB,20,2,A,Al,2871
AAB,20,2,A,Ba,12.62
AAB,20,2,A,Ca,62850
AAB,20,2,A,Ce,10.57
AAB,20,2,A,Fe,683
AAB,20,2,A,Hf,0.657
AAB,20,2,A,K,1194.7
AAB,20,2,A,La,4.52
AAB,20,2,A,Li,1.27
AAB,20,2,A,Mg,23120
AAB,20,2,A,Mn,18.29
AAB,20,2,A,Na,102900
AAB,20,2,A,Nd,3.62
AAB,20,2,A,Pb,1.124
AAB,20,2,A,Rb,2.387
AAB,20,2,A,Sr,30.95
AAB,20,2,A,Ti,172.7
AAB,20,2,A,Zr,26.13
AAB,20,3,A,Al,2896
AAB,20,3,A,Ba,13.1
AAB,20,3,A,Ca,63070
AAB,20,3,A,Ce,10.67
AAB,20,3,A,Fe,668
AAB,20,3,A,Hf,0.697
AAB,20,3,A,K,1198.3
AAB,20,3,A,La,4.67
AAB,20,3,A,Li,1.38
AAB,20,3,A,Mg,23140
AAB,20,3,A,Mn,18.22
AAB,20,3,A,Na,103480
AAB,20,3,A,Nd,3.59
AAB,20,3,A,Pb,1.168
AAB,20,3,A,Rb,2.32
AAB,20,3,A,Sr,31.16
AAB,20,3,A,Ti,165.4
AAB,20,3,A,Zr,24.67
AAB,20,4,A,Al,2869
AAB,20,4,A,Ba,13.2
AAB,20,4,A,Ca,62470
AAB,20,4,A,Ce,10.64
AAB,20,4,A,Fe,673
AAB,20,4,A,Hf,0.69
AAB,20,4,A,K,1197.2
AAB,20,4,A,La,4.59
AAB,20,4,A,Li,1.37
AAB,20,4,A,Mg,23190
AAB,20,4,A,Mn,18.25
AAB,20,4,A,Na,103700
AAB,20,4,A,Nd,3.73
AAB,20,4,A,Pb,1.137
AAB,20,4,A,Rb,2.351
AAB,20,4,A,Sr,31.1
AAB,20,4,A,Ti,163.2
AAB,20,4,A,Zr,26.04
AAB,20,5,A,Al,2893
AAB,20,5,A,Ba,13.72
AAB,20,5,A,Ca,63390
AAB,20,5,A,Ce,10.47
AAB,20,5,A,Fe,678
AAB,20,5,A,Hf,0.702
AAB,20,5,A,K,1194.9
AAB,20,5,A,La,4.52
AAB,20,5,A,Li,1.14
AAB,20,5,A,Mg,23180
AAB,20,5,A,Mn,17.97
AAB,20,5,A,Na,103500
AAB,20,5,A,Nd,3.63
AAB,20,5,A,Pb,1.174
AAB,20,5,A,Rb,2.337
AAB,20,5,A,Sr,30.85
AAB,20,5,A,Ti,170.9
AAB,20,5,A,Zr,26.3
AAB,21,1,A,Al,2902
AAB,21,1,A,Ba,13.54
AAB,21,1,A,Ca,63600
AAB,21,1,A,Ce,10.49
AAB,21,1,A,Fe,666
AAB,21,1,A,Hf,0.75
AAB,21,1,A,K,1175.1
AAB,21,1,A,La,4.61
AAB,21,1,A,Li,1.15
AAB,21,1,A,Mg,23210
AAB,21,1,A,Mn,17.92
AAB,21,1,A,Na,102440
AAB,21,1,A,Nd,3.92
AAB,21,1,A,Pb,1.149
AAB,21,1,A,Rb,2.253
AAB,21,1,A,Sr,31.03
AAB,21,1,A,Ti,168.6
AAB,21,1,A,Zr,25.74
AAB,21,2,A,Al,2898
AAB,21,2,A,Ba,13.47
AAB,21,2,A,Ca,64140
AAB,21,2,A,Ce,10.7
AAB,21,2,A,Fe,681
AAB,21,2,A,Hf,0.688
AAB,21,2,A,K,1203.4
AAB,21,2,A,La,4.77
AAB,21,2,A,Li,1.23
AAB,21,2,A,Mg,23120
AAB,21,2,A,Mn,18.08
AAB,21,2,A,Na,102800
AAB,21,2,A,Nd,3.78
AAB,21,2,A,Pb,1.122
AAB,21,2,A,Rb,2.303
AAB,21,2,A,Sr,31.66
AAB,21,2,A,Ti,168.3
AAB,21,2,A,Zr,25.69
AAB,21,3,A,Al,2885
AAB,21,3,A,Ba,13.22
AAB,21,3,A,Ca,63550
AAB,21,3,A,Ce,10.57
AAB,21,3,A,Fe,687
AAB,21,3,A,Hf,0.755
AAB,21,3,A,K,1189
AAB,21,3,A,La,4.56
AAB,21,3,A,Li,1.39
AAB,21,3,A,Mg,23210
AAB,21,3,A,Mn,17.81
AAB,21,3,A,Na,103040
AAB,21,3,A,Nd,3.52
AAB,21,3,A,Pb,1.089
AAB,21,3,A,Rb,2.228
AAB,21,3,A,Sr,30.96
AAB,21,3,A,Ti,171.1
AAB,21,3,A,Zr,25.27
AAB,21,4,A,Al,2880
AAB,21,4,A,Ba,13.26
AAB,21,4,A,Ca,63440
AAB,21,4,A,Ce,10.5
AAB,21,4,A,Fe,682
AAB,21,4,A,Hf,0.64
AAB,21,4,A,K,1203.8
AAB,21,4,A,La,4.63
AAB,21,4,A,Li,1.17
AAB,21,4,A,Mg,23060
AAB,21,4,A,Mn,17.89
AAB,21,4,A,Na,103190
AAB,21,4,A,Nd,3.65
AAB,21,4,A,Pb,1.173
AAB,21,4,A,Rb,2.318
AAB,21,4,A,Sr,31.12
AAB,21,4,A,Ti,168.6
AAB,21,4,A,Zr,25.18
AAB,21,5,A,Al,2854
AAB,21,5,A,Ba,12.68
AAB,21,5,A,Ca,63270
AAB,21,5,A,Ce,10.31
AAB,21,5,A,Fe,658
AAB,21,5,A,Hf,0.717
AAB,21,5,A,K,1208.8
AAB,21,5,A,La,4.66
AAB,21,5,A,Li,1.42
AAB,21,5,A,Mg,23130
AAB,21,5,A,Mn,17.98
AAB,21,5,A,Na,103330
AAB,21,5,A,Nd,3.56
AAB,21,5,A,Pb,1.146
AAB,21,5,A,Rb,2.333
AAB,21,5,A,Sr,30.26
AAB,21,5,A,Ti,165.7
AAB,21,5,A,Zr,25.57
AAB,22,1,A,Al,2829
AAB,22,1,A,Ba,13.29
AAB,22,1,A,Ca,62590
AAB,22,1,A,Ce,10.25
AAB,22,1,A,Fe,672
AAB,22,1,A,Hf,0.689
AAB,22,1,A,K,1196.2
AAB,22,1,A,La,4.42
AAB,22,1,A,Li,1.44
AAB,22,1,A,Mg,23020
AAB,22,1,A,Mn,17.85
AAB,22,1,A,Na,102640
AAB,22,1,A,Nd,3.7
AAB,22,1,A,Pb,1.113
AAB,22,1,A,Rb,2.301
AAB,22,1,A,Sr,30.27
AAB,22,1,A,Ti,162.2
AAB,22,1,A,Zr,25.68
AAB,22,2,A,Al,2870
AAB,22,2,A,Ba,12.99
AAB,22,2,A,Ca,63380
AAB,22,2,A,Ce,10.55
AAB,22,2,A,Fe,681
AAB,22,2,A,Hf,0.683
AAB,22,2,A,K,1192.1
AAB,22,2,A,La,4.46
AAB,22,2,A,Li,1.3
AAB,22,2,A,Mg,22890
AAB,22,2,A,Mn,17.91
AAB,22,2,A,Na,102380
AAB,22,2,A,Nd,3.62
AAB,22,2,A,Pb,1.048
AAB,22,2,A,Rb,2.4
AAB,22,2,A,Sr,30.96
AAB,22,2,A,Ti,170.1
AAB,22,2,A,Zr,26.71
AAB,22,3,A,Al,2852
AAB,22,3,A,Ba,13.04
AAB,22,3,A,Ca,62650
AAB,22,3,A,Ce,10.42
AAB,22,3,A,Fe,684
AAB,22,3,A,Hf,0.654
AAB,22,3,A,K,1208
AAB,22,3,A,La,4.49
AAB,22,3,A,Li,1.43
AAB,22,3,A,Mg,22990
AAB,22,3,A,Mn,17.76
AAB,22,3,A,Na,103050
AAB,22,3,A,Nd,3.71
AAB,22,3,A,Pb,1.129
AAB,22,3,A,Rb,2.285
AAB,22,3,A,Sr,30.6
AAB,22,3,A,Ti,166.8
AAB,22,3,A,Zr,25.27
AAB,22,4,A,Al,2860
AAB,22,4,A,Ba,13.11
AAB,22,4,A,Ca,63100
AAB,22,4,A,Ce,10.55
AAB,22,4,A,Fe,677
AAB,22,4,A,Hf,0.715
AAB,22,4,A,K,1195.9
AAB,22,4,A,La,4.63
AAB,22,4,A,Li,1.45
AAB,22,4,A,Mg,22940
AAB,22,4,A,Mn,17.97
AAB,22,4,A,Na,102680
AAB,22,4,A,Nd,3.61
AAB,22,4,A,Pb,1.137
AAB,22,4,A,Rb,2.306
AAB,22,4,A,Sr,30.89
AAB,22,4,A,Ti,168.6
AAB,22,4,A,Zr,26.25
AAB,22,5,A,Al,2886
AAB,22,5,A,Ba,13.32
AAB,22,5,A,Ca,63490
AAB,22,5,A,Ce,10.49
AAB,22,5,A,Fe,678
AAB,22,5,A,Hf,0.629
AAB,22,5,A,K,1196.4
AAB,22,5,A,La,4.64
AAB,22,5,A,Li,1.21
AAB,22,5,A,Mg,23040
AAB,22,5,A,Mn,17.92
AAB,22,5,A,Na,102710
AAB,22,5,A,Nd,3.73
AAB,22,5,A,Pb,1.111
AAB,22,5,A,Rb,2.263
AAB,22,5,A,Sr,31.16
AAB,22,5,A,Ti,169.8
AAB,22,5,A,Zr,26.05
AAB,23,1,A,Al,2907
AAB,23,1,A,Ba,13.51
AAB,23,1,A,Ca,63450
AAB,23,1,A,Ce,10.53
AAB,23,1,A,Fe,690
AAB,23,1,A,Hf,0.629
AAB,23,1,A,K,1184.4
AAB,23,1,A,La,4.64
AAB,23,1,A,Li,1.21
AAB,23,1,A,Mg,23070
AAB,23,1,A,Mn,18.43
AAB,23,1,A,Na,101490
AAB,23,1,A,Nd,3.77
AAB,23,1,A,Pb,1.14
AAB,23,1,A,Rb,2.258
AAB,23,1,A,Sr,31.38
AAB,23,1,A,Ti,167.3
AAB,23,1,A,Zr,26.92
AAB,23,2,A,Al,2919
AAB,23,2,A,Ba,13.44
AAB,23,2,A,Ca,63890
AAB,23,2,A,Ce,10.52
AAB,23,2,A,Fe,662
AAB,23,2,A,Hf,0.648
AAB,23,2,A,K,1188.3
AAB,23,2,A,La,4.58
AAB,23,2,A,Li,1.3
AAB,23,2,A,Mg,23040
AAB,23,2,A,Mn,17.95
AAB,23,2,A,Na,101680
AAB,23,2,A,Nd,3.88
AAB,23,2,A,Pb,1.082
AAB,23,2,A,Rb,2.258
AAB,23,2,A,Sr,30.93
AAB,23,2,A,Ti,166.8
AAB,23,2,A,Zr,26.17
AAB,23,3,A,Al,2904
AAB,23,3,A,Ba,13.76
AAB,23,3,A,Ca,63470
AAB,23,3,A,Ce,10.41
AAB,23,3,A,Fe,676
AAB,23,3,A,Hf,0.721
AAB,23,3,A,K,1183.7
AAB,23,3,A,La,4.54
AAB,23,3,A,Li,1.32
AAB,23,3,A,Mg,23130
AAB,23,3,A,Mn,17.81
AAB,23,3,A,Na,101780
AAB,23,3,A,Nd,3.6
AAB,23,3,A,Pb,1.034
AAB,23,3,A,Rb,2.257
AAB,23,3,A,Sr,31.19
AAB,23,3,A,Ti,171.4
AAB,23,3,A,Zr,25.78
AAB,23,4,A,Al,2892
AAB,23,4,A,Ba,12.91
AAB,23,4,A,Ca,63270
AAB,23,4,A,Ce,10.36
AAB,23,4,A,Fe,667
AAB,23,4,A,Hf,0.713
AAB,23,4,A,K,1196.9
AAB,23,4,A,La,4.45
AAB,23,4,A,Li,1.33
AAB,23,4,A,Mg,23060
AAB,23,4,A,Mn,17.77
AAB,23,4,A,Na,102390
AAB,23,4,A,Nd,3.72
AAB,23,4,A,Pb,1.041
AAB,23,4,A,Rb,2.243
AAB,23,4,A,Sr,30.87
AAB,23,4,A,Ti,167.5
AAB,23,4,A,Zr,26.82
AAB,23,5,A,Al,2863
AAB,23,5,A,Ba,13.45
AAB,23,5,A,Ca,63340
AAB,23,5,A,Ce,10.35
AAB,23,5,A,Fe,663
AAB,23,5,A,Hf,0.678
AAB,23,5,A,K,1189.6
AAB,23,5,A,La,4.55
AAB,23,5,A,Li,1.29
AAB,23,5,A,Mg,23160
AAB,23,5,A,Mn,17.48
AAB,23,5,A,Na,102810
AAB,23,5,A,Nd,3.58
AAB,23,5,A,Pb,1.109
AAB,23,5,A,Rb,2.299
AAB,23,5,A,Sr,30.37
AAB,23,5,A,Ti,170.5
AAB,23,5,A,Zr,24.62
AAB,24,1,A,Al,2870
AAB,24,1,A,Ba,12.99
AAB,24,1,A,Ca,63110
AAB,24,1,A,Ce,10.27
AAB,24,1,A,Fe,671
AAB,24,1,A,Hf,0.712
AAB,24,1,A,K,1181.6
AAB,24,1,A,La,4.56
AAB,24,1,A,Li,1.26
AAB,24,1,A,Mg,23050
AAB,24,1,A,Mn,17.77
AAB,24,1,A,Na,101750
AAB,24,1,A,Nd,3.64
AAB,24,1,A,Pb,1.14
AAB,24,1,A,Rb,2.216
AAB,24,1,A,Sr,30.79
AAB,24,1,A,Ti,168.5
AAB,24,1,A,Zr,24.85
AAB,24,2,A,Al,2873
AAB,24,2,A,Ba,13.01
AAB,24,2,A,Ca,63150
AAB,24,2,A,Ce,10.58
AAB,24,2,A,Fe,665
AAB,24,2,A,Hf,0.686
AAB,24,2,A,K,1183
AAB,24,2,A,La,4.55
AAB,24,2,A,Li,1.48
AAB,24,2,A,Mg,23020
AAB,24,2,A,Mn,17.93
AAB,24,2,A,Na,102110
AAB,24,2,A,Nd,3.7
AAB,24,2,A,Pb,1.115
AAB,24,2,A,Rb,2.34
AAB,24,2,A,Sr,30.24
AAB,24,2,A,Ti,166.2
AAB,24,2,A,Zr,25.22
AAB,24,3,A,Al,2891
AAB,24,3,A,Ba,13.23
AAB,24,3,A,Ca,63130
AAB,24,3,A,Ce,10.55
AAB,24,3,A,Fe,671
AAB,24,3,A,Hf,0.656
AAB,24,3,A,K,1196.3
AAB,24,3,A,La,4.5
AAB,24,3,A,Li,1.29
AAB,24,3,A,Mg,23130
AAB,24,3,A,Mn,18.28
AAB,24,3,A,Na,102980
AAB,24,3,A,Nd,3.6
AAB,24,3,A,Pb,1.158
AAB,24,3,A,Rb,2.251
AAB,24,3,A,Sr,30.86
AAB,24,3,A,Ti,168.7
AAB,24,3,A,Zr,26.26
AAB,24,4,A,Al,2871
AAB,24,4,A,Ba,13.12
AAB,24,4,A,Ca,63050
AAB,24,4,A,Ce,10.16
AAB,24,4,A,Fe,669
AAB,24,4,A,Hf,0.622
AAB,24,4,A,K,1188.2
AAB,24,4,A,La,4.65
AAB,24,4,A,Li,1.2
AAB,24,4,A,Mg,23050
AAB,24,4,A,Mn,17.8
AAB,24,4,A,Na,102380
AAB,24,4,A,Nd,3.69
AAB,24,4,A,Pb,1.122
AAB,24,4,A,Rb,2.317
AAB,24,4,A,Sr,30.61
AAB,24,4,A,Ti,170.4
AAB,24,4,A,Zr,24.97
AAB,24,5,A,Al,2874
AAB,24,5,A,Ba,13.14
AAB,24,5,A,Ca,62960
AAB,24,5,A,Ce,10.18
AAB,24,5,A,Fe,674
AAB,24,5,A,Hf,0.706
AAB,24,5,A,K,1197
AAB,24,5,A,La,4.57
AAB,24,5,A,Li,1.13
AAB,24,5,A,Mg,23190
AAB,24,5,A,Mn,18.15
AAB,24,5,A,Na,102590
AAB,24,5,A,Nd,3.5
AAB,24,5,A,Pb,1.113
AAB,24,5,A,Rb,2.271
AAB,24,5,A,Sr,30.66
AAB,24,5,A,Ti,170.8
AAB,24,5,A,Zr,26.22
AAB,24,6,A,Al,2878
AAB,24,6,A,Ba,12.99
AAB,24,6,A,Ca,62790
AAB,24,6,A,Ce,10.28
AAB,24,6,A,Fe,678
AAB,24,6,A,Hf,0.665
AAB,24,6,A,K,1200.9
AAB,24,6,A,La,4.43
AAB,24,6,A,Li,1.11
AAB,24,6,A,Mg,23070
AAB,24,6,A,Mn,18.24
AAB,24,6,A,Na,102230
AAB,24,6,A,Nd,3.37
AAB,24,6,A,Pb,1.076
AAB,24,6,A,Rb,2.37
AAB,24,6,A,Sr,30.7
AAB,24,6,A,Ti,168.2
AAB,24,6,A,Zr,25.71
AAB,24,7,A,Al,2889
AAB,24,7,A,Ba,13.67
AAB,24,7,A,Ca,62950
AAB,24,7,A,Ce,10.41
AAB,24,7,A,Fe,676
AAB,24,7,A,Hf,0.695
AAB,24,7,A,K,1196.6
AAB,24,7,A,La,4.64
AAB,24,7,A,Li,1.25
AAB,24,7,A,Mg,23100
AAB,24,7,A,Mn,18.09
AAB,24,7,A,Na,102450
AAB,24,7,A,Nd,3.61
AAB,24,7,A,Pb,1.047
AAB,24,7,A,Rb,2.305
AAB,24,7,A,Sr,30.75
AAB,24,7,A,Ti,165.7
AAB,24,7,A,Zr,26.05
AAB,24,8,A,Al,2894
AAB,24,8,A,Ba,12.85
AAB,24,8,A,Ca,62870
AAB,24,8,A,Ce,10.28
AAB,24,8,A,Fe,674
AAB,24,8,A,Hf,0.584
AAB,24,8,A,K,1202.8
AAB,24,8,A,La,4.53
AAB,24,8,A,Li,1.24
AAB,24,8,A,Mg,23200
AAB,24,8,A,Mn,18.07
AAB,24,8,A,Na,103380
AAB,24,8,A,Nd,3.73
AAB,24,8,A,Pb,1.116
AAB,24,8,A,Rb,2.32
AAB,24,8,A,Sr,30.91
AAB,24,8,A,Ti,168.2
AAB,24,8,A,Zr,26.32
AAB,24,9,A,Al,2881
AAB,24,9,A,Ba,13.36
AAB,24,9,A,Ca,63050
AAB,24,9,A,Ce,10.44
AAB,24,9,A,Fe,678
AAB,24,9,A,Hf,0.731
AAB,24,9,A,K,1208.7
AAB,24,9,A,La,4.61
AAB,24,9,A,Li,1.22
AAB,24,9,A,Mg,23110
AAB,24,9,A,Mn,17.95
AAB,24,9,A,Na,103160
AAB,24,9,A,Nd,3.49
AAB,24,9,A,Pb,1.098
AAB,24,9,A,Rb,2.28
AAB,24,9,A,Sr,31.15
AAB,24,9,A,Ti,171.6
AAB,24,9,A,Zr,26.47
AAB,24,10,A,Al,2900
AAB,24,10,A,Ba,12.72
AAB,24,10,A,Ca,63220
AAB,24,10,A,Ce,10.34
AAB,24,10,A,Fe,679
AAB,24,10,A,Hf,0.649
AAB,24,10,A,K,1202.1
AAB,24,10,A,La,4.46
AAB,24,10,A,Li,1.11
AAB,24,10,A,Mg,23160
AAB,24,10,A,Mn,18.28
AAB,24,10,A,Na,102920
AAB,24,10,A,Nd,3.66
AAB,24,10,A,Pb,1.106
AAB,24,10,A,Rb,2.305
AAB,24,10,A,Sr,30.59
AAB,24,10,A,Ti,168.6
AAB,24,10,A,Zr,26.28
AAB,24,11,A,Al,2894
AAB,24,11,A,Ba,13.11
AAB,24,11,A,Ca,63170
AAB,24,11,A,Ce,10.33
AAB,24,11,A,Fe,675
AAB,24,11,A,Hf,0.723
AAB,24,11,A,K,1202.8
AAB,24,11,A,La,4.5
AAB,24,11,A,Li,1.21
AAB,24,11,A,Mg,23030
AAB,24,11,A,Mn,18.04
AAB,24,11,A,Na,102480
AAB,24,11,A,Nd,3.78
AAB,24,11,A,Pb,1.109
AAB,24,11,A,Rb,2.254
AAB,24,11,A,Sr,30.81
AAB,24,11,A,Ti,165.7
AAB,24,11,A,Zr,26.43
AAB,24,12,A,Al,2886
AAB,24,12,A,Ba,12.95
AAB,24,12,A,Ca,63190
AAB,24,12,A,Ce,10.63
AAB,24,12,A,Fe,680
AAB,24,12,A,Hf,0.652
AAB,24,12,A,K,1189
AAB,24,12,A,La,4.62
AAB,24,12,A,Li,1.21
AAB,24,12,A,Mg,23240
AAB,24,12,A,Mn,17.97
AAB,24,12,A,Na,102800
AAB,24,12,A,Nd,3.71
AAB,24,12,A,Pb,1.108
AAB,24,12,A,Rb,2.343
AAB,24,12,A,Sr,30.62
AAB,24,12,A,Ti,171
AAB,24,12,A,Zr,25.33
AAB,24,13,A,Al,2912
AAB,24,13,A,Ba,13.33
AAB,24,13,A,Ca,63430
AAB,24,13,A,Ce,10.42
AAB,24,13,A,Fe,666
AAB,24,13,A,Hf,0.664
AAB,24,13,A,K,1192.2
AAB,24,13,A,La,4.58
AAB,24,13,A,Li,1.24
AAB,24,13,A,Mg,23290
AAB,24,13,A,Mn,17.64
AAB,24,13,A,Na,102120
AAB,24,13,A,Nd,3.81
AAB,24,13,A,Pb,1.073
AAB,24,13,A,Rb,2.257
AAB,24,13,A,Sr,31.36
AAB,24,13,A,Ti,173.1
AAB,24,13,A,Zr,25.81
AAB,24,14,A,Al,2897
AAB,24,14,A,Ba,13.69
AAB,24,14,A,Ca,63530
AAB,24,14,A,Ce,10.4
AAB,24,14,A,Fe,675
AAB,24,14,A,Hf,0.628
AAB,24,14,A,K,1205
AAB,24,14,A,La,4.47
AAB,24,14,A,Li,1.2
AAB,24,14,A,Mg,23240
AAB,24,14,A,Mn,17.84
AAB,24,14,A,Na,103090
AAB,24,14,A,Nd,3.69
AAB,24,14,A,Pb,1.1
AAB,24,14,A,Rb,2.266
AAB,24,14,A,Sr,30.71
AAB,24,14,A,Ti,168
AAB,24,14,A,Zr,25.37
AAB,24,15,A,Al,2863
AAB,24,15,A,Ba,12.49
AAB,24,15,A,Ca,63040
AAB,24,15,A,Ce,10.32
AAB,24,15,A,Fe,667
AAB,24,15,A,Hf,0.7
AAB,24,15,A,K,1205.8
AAB,24,15,A,La,4.61
AAB,24,15,A,Li,0.97
AAB,24,15,A,Mg,23050
AAB,24,15,A,Mn,18.02
AAB,24,15,A,Na,102750
AAB,24,15,A,Nd,3.82
AAB,24,15,A,Pb,1.114
AAB,24,15,A,Rb,2.24
AAB,24,15,A,Sr,30.27
AAB,24,15,A,Ti,173.4
AAB,24,15,A,Zr,25.2
AAB,24,16,A,Al,2892
AAB,24,16,A,Ba,12.86
AAB,24,16,A,Ca,63180
AAB,24,16,A,Ce,10.52
AAB,24,16,A,Fe,670
AAB,24,16,A,Hf,0.623
AAB,24,16,A,K,1194
AAB,24,16,A,La,4.47
AAB,24,16,A,Li,1.52
AAB,24,16,A,Mg,23160
AAB,24,16,A,Mn,18.26
AAB,24,16,A,Na,102590
AAB,24,16,A,Nd,3.69
AAB,24,16,A,Pb,1.075
AAB,24,16,A,Rb,2.264
AAB,24,16,A,Sr,30.84
AAB,24,16,A,Ti,168.1
AAB,24,16,A,Zr,25.8
AAB,24,17,A,Al,2884
AAB,24,17,A,Ba,12.93
AAB,24,17,A,Ca,63000
AAB,24,17,A,Ce,10.45
AAB,24,17,A,Fe,683
AAB,24,17,A,Hf,0.665
AAB,24,17,A,K,1194.2
AAB,24,17,A,La,4.52
AAB,24,17,A,Li,1.27
AAB,24,17,A,Mg,23070
AAB,24,17,A,Mn,18.01
AAB,24,17,A,Na,102330
AAB,24,17,A,Nd,3.58
AAB,24,17,A,Pb,1.08
AAB,24,17,A,Rb,2.229
AAB,24,17,A,Sr,30.46
AAB,24,17,A,Ti,164.8
AAB,24,17,A,Zr,25.45
AAB,24,18,A,Al,2899
AAB,24,18,A,Ba,12.89
AAB,24,18,A,Ca,62890
AAB,24,18,A,Ce,10.34
AAB,24,18,A,Fe,674
AAB,24,18,A,Hf,0.715
AAB,24,18,A,K,1199.1
AAB,24,18,A,La,4.52
AAB,24,18,A,Li,1.21
AAB,24,18,A,Mg,23170
AAB,24,18,A,Mn,17.93
AAB,24,18,A,Na,102770
AAB,24,18,A,Nd,3.78
AAB,24,18,A,Pb,1.074
AAB,24,18,A,Rb,2.203
AAB,24,18,A,Sr,30.39
AAB,24,18,A,Ti,174.6
AAB,24,18,A,Zr,25.06
AAB,24,19,A,Al,2897
AAB,24,19,A,Ba,12.66
AAB,24,19,A,Ca,62680
AAB,24,19,A,Ce,10.31
AAB,24,19,A,Fe,664
AAB,24,19,A,Hf,0.732
AAB,24,19,A,K,1189.8
AAB,24,19,A,La,4.57
AAB,24,19,A,Li,1.42
AAB,24,19,A,Mg,23110
AAB,24,19,A,Mn,18.19
AAB,24,19,A,Na,102040
AAB,24,19,A,Nd,3.5
AAB,24,19,A,Pb,1.138
AAB,24,19,A,Rb,2.313
AAB,24,19,A,Sr,30.7
AAB,24,19,A,Ti,173.3
AAB,24,19,A,Zr,25.68
AAB,24,20,A,Al,2903
AAB,24,20,A,Ba,13.26
AAB,24,20,A,Ca,63500
AAB,24,20,A,Ce,10.52
AAB,24,20,A,Fe,677
AAB,24,20,A,Hf,0.676
AAB,24,20,A,K,1206.6
AAB,24,20,A,La,4.63
AAB,24,20,A,Li,1.38
AAB,24,20,A,Mg,23170
AAB,24,20,A,Mn,18.39
AAB,24,20,A,Na,102850
AAB,24,20,A,Nd,3.91
AAB,24,20,A,Pb,1.138
AAB,24,20,A,Rb,2.227
AAB,24,20,A,Sr,30.83
AAB,24,20,A,Ti,171.4
AAB,24,20,A,Zr,26.79
AAC,1,1,A,Al,3012
AAC,1,1,A,Ba,13.43
AAC,1,1,A,Ca,65150
AAC,1,1,A,Ce,10.59
AAC,1,1,A,Fe,690
AAC,1,1,A,Hf,0.771
AAC,1,1,A,K,1183.3
AAC,1,1,A,La,4.73
AAC,1,1,A,Li,1.75
AAC,1,1,A,Mg,23860
AAC,1,1,A,Mn,18.19
AAC,1,1,A,Na,101960
AAC,1,1,A,Nd,3.88
AAC,1,1,A,Pb,1.133
AAC,1,1,A,Rb,2.218
AAC,1,1,A,Sr,31.89
AAC,1,1,A,Ti,171
AAC,1,1,A,Zr,27.2
AAC,1,2,A,Al,2976
AAC,1,2,A,Ba,13.15
AAC,1,2,A,Ca,64720
AAC,1,2,A,Ce,10.48
AAC,1,2,A,Fe,681
AAC,1,2,A,Hf,0.699
AAC,1,2,A,K,1201.8
AAC,1,2,A,La,4.66
AAC,1,2,A,Li,1.73
AAC,1,2,A,Mg,23520
AAC,1,2,A,Mn,18.4
AAC,1,2,A,Na,102540
AAC,1,2,A,Nd,3.81
AAC,1,2,A,Pb,1.053
AAC,1,2,A,Rb,2.294
AAC,1,2,A,Sr,31.95
AAC,1,2,A,Ti,172.7
AAC,1,2,A,Zr,27.45
AAC,1,3,A,Al,3002
AAC,1,3,A,Ba,13.63
AAC,1,3,A,Ca,65690
AAC,1,3,A,Ce,10.76
AAC,1,3,A,Fe,688
AAC,1,3,A,Hf,0.764
AAC,1,3,A,K,1202.9
AAC,1,3,A,La,4.86
AAC,1,3,A,Li,1.95
AAC,1,3,A,Mg,23550
AAC,1,3,A,Mn,18.13
AAC,1,3,A,Na,101620
AAC,1,3,A,Nd,3.82
AAC,1,3,A,Pb,1.148
AAC,1,3,A,Rb,2.348
AAC,1,3,A,Sr,32.47
AAC,1,3,A,Ti,175.4
AAC,1,3,A,Zr,27.83
AAC,1,4,A,Al,2973
AAC,1,4,A,Ba,13.62
AAC,1,4,A,Ca,64930
AAC,1,4,A,Ce,10.7
AAC,1,4,A,Fe,684
AAC,1,4,A,Hf,0.701
AAC,1,4,A,K,1211
AAC,1,4,A,La,4.86
AAC,1,4,A,Li,1.91
AAC,1,4,A,Mg,23540
AAC,1,4,A,Mn,18.34
AAC,1,4,A,Na,102760
AAC,1,4,A,Nd,3.76
AAC,1,4,A,Pb,1.136
AAC,1,4,A,Rb,2.271
AAC,1,4,A,Sr,32.04
AAC,1,4,A,Ti,173.9
AAC,1,4,A,Zr,27.85
AAC,1,5,A,Al,3006
AAC,1,5,A,Ba,13.42
AAC,1,5,A,Ca,65590
AAC,1,5,A,Ce,10.82
AAC,1,5,A,Fe,677
AAC,1,5,A,Hf,0.716
AAC,1,5,A,K,1202.2
AAC,1,5,A,La,4.97
AAC,1,5,A,Li,1.85
AAC,1,5,A,Mg,23800
AAC,1,5,A,Mn,18.29
AAC,1,5,A,Na,102150
AAC,1,5,A,Nd,3.92
AAC,1,5,A,Pb,1.13
AAC,1,5,A,Rb,2.311
AAC,1,5,A,Sr,32.45
AAC,1,5,A,Ti,173.3
AAC,1,5,A,Zr,28.98
AAC,2,1,A,Al,3117
AAC,2,1,A,Ba,14.26
